District,School,School Type,Overall Points,Overall Possible,Grade,All Students Participation,Below Proficient Participation,Growth ELA All Students,Growth ELA All Students Possible,Growth Math All Students,Growth Math All Students Possible,Growth Science All Students,Growth Science All Students Possible,Growth ELA Below Proficient,Growth ELA Below Proficient Possible,Growth Math Below Proficient,Growth Math Below Proficient Possible,Growth Science Below Proficient,Growth Science Below Proficient Possible,ELA Proficient,ELA Proficient Possible,Math Proficient,Math Proficient Possible,Science Proficient,Science Proficient Possible,College Career Readiness GRAD,College Career Readiness GRAD Possible,Number of Students Meeting All Four CCR Benchmarks ACT,College Career Readiness ACT Possible
SALT LAKE DISTRICT,NORTHWEST MIDDLE,Elem/Middle/Jr High School,304,600,B,99.74%,100%,32,50,36,50,40,50,30,50,38,50,40,50,25,100,31,100,32,100,NA,NA,NA,NA
SALT LAKE DISTRICT,PARKVIEW SCHOOL,Elem/Middle/Jr High School,319,600,B,100%,100%,29,50,38,50,37,50,33,50,44,50,38,50,30,100,42,100,28,100,NA,NA,NA,NA
SALT LAKE DISTRICT,RILEY SCHOOL,Elem/Middle/Jr High School,213,600,D,100%,100%,26,50,18,50,24,50,31,50,18,50,24,50,22,100,31,100,19,100,NA,NA,NA,NA
SALT LAKE DISTRICT,ROSE PARK SCHOOL,Elem/Middle/Jr High School,254,600,C,98.63%,98.05%,35,50,29,50,29,50,35,50,26,50,32,50,21,100,29,100,18,100,NA,NA,NA,NA
SALT LAKE DISTRICT,UINTAH SCHOOL,Elem/Middle/Jr High School,425,600,A,100%,100%,35,50,40,50,37,50,45,75,NA,NA,45,75,73,100,77,100,73,100,NA,NA,NA,NA
SALT LAKE DISTRICT,WASATCH SCHOOL,Elem/Middle/Jr High School,433,600,A,100%,100%,41,50,39,50,34,50,NA,NA,123,150,NA,NA,68,100,63,100,65,100,NA,NA,NA,NA
SALT LAKE DISTRICT,WASHINGTON SCHOOL,Elem/Middle/Jr High School,314,600,B,100%,100%,32,50,38,50,36,50,28,50,40,50,34,50,35,100,36,100,35,100,NA,NA,NA,NA
SALT LAKE DISTRICT,WEST HIGH,High School Report,403,900,C,97.32%,95.36%,27,50,18,50,28,50,25,50,15,50,29,50,38,100,25,100,35,100,116,150,47,150
SALT LAKE DISTRICT,WHITTIER SCHOOL,Elem/Middle/Jr High School,273,600,C,99.81%,99.48%,25,50,24,50,32,50,20,50,24,50,25,50,42,100,42,100,39,100,NA,NA,NA,NA
SALT LAKE SCHOOL FOR THE PERFORMING ARTS,SALT LAKE SCHOOL FOR THE PERFORMING ARTS,High School Report,459,900,B,99.82%,100%,38,50,28,50,28,50,40,50,27,50,32,50,54,100,17,100,37,100,118,150,40,150
SAN JUAN DISTRICT,ALBERT R LYMAN MIDDLE,Elem/Middle/Jr High School,256,600,C,99.47%,99.16%,29,50,31,50,25,50,26,50,28,50,27,50,31,100,25,100,34,100,NA,NA,NA,NA
SAN JUAN DISTRICT,BLANDING SCHOOL,Elem/Middle/Jr High School,297,600,C,100%,100%,28,50,33,50,43,50,25,50,28,50,40,50,29,100,31,100,40,100,NA,NA,NA,NA
SAN JUAN DISTRICT,BLUFF SCHOOL,Elem/Middle/Jr High School,251,600,C,100%,100%,22,100,72,100,64,100,NA,NA,NA,NA,NA,NA,26,100,37,100,30,100,NA,NA,NA,NA
SAN JUAN DISTRICT,MONTEZUMA CREEK SCHOOL,Elem/Middle/Jr High School,176,600,F,100%,100%,11,50,32,50,28,50,11,50,27,50,28,50,11,100,13,100,15,100,NA,NA,NA,NA
SAN JUAN DISTRICT,MONTICELLO HIGH,High School Report,532,900,B,99.82%,100%,36,50,38,50,31,50,63,75,NA,NA,47,75,48,100,57,100,54,100,134,150,24,150
SAN JUAN DISTRICT,MONTICELLO SCHOOL,Elem/Middle/Jr High School,292,600,C,100%,100%,30,50,33,50,21,50,29,50,38,50,18,50,37,100,49,100,37,100,NA,NA,NA,NA
SAN JUAN DISTRICT,MONUMENT VALLEY HIGH,High School Report,271,900,F,100%,100%,22,50,27,50,23,50,27,50,25,50,23,50,2,100,4,100,5,100,113,150,NA,150
SAN JUAN DISTRICT,NAVAJO MOUNTAIN HIGH,High School Report,0,0,,100%,100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,100,0,100,0,100,NA,NA,NA,NA
SAN JUAN DISTRICT,SAN JUAN HIGH,High School Report,448,900,C,99.62%,100%,33,50,34,50,27,50,33,50,37,50,29,50,34,100,31,100,39,100,127,150,24,150
SAN JUAN DISTRICT,TSE'BII'NIDZISGAI SCHOOL,Elem/Middle/Jr High School,135,600,F,100%,100%,18,50,16,50,24,50,18,50,15,50,24,50,8,100,5,100,7,100,NA,NA,NA,NA
SAN JUAN DISTRICT,WHITEHORSE HIGH,High School Report,310,900,F,98.65%,98.95%,26,50,27,50,30,50,28,50,27,50,29,50,8,100,4,100,7,100,119,150,5,150
SEVIER DISTRICT,KOOSHAREM SCHOOL,Elem/Middle/Jr High School,222,600,D,100%,100%,36,100,50,100,45,100,NA,NA,NA,NA,NA,NA,35,100,35,100,21,100,NA,NA,NA,NA
SEVIER DISTRICT,MONROE SCHOOL,Elem/Middle/Jr High School,293,600,C,100%,100%,23,50,37,50,24,50,14,50,34,50,27,50,48,100,51,100,35,100,NA,NA,NA,NA
SEVIER DISTRICT,NORTH SEVIER HIGH,High School Report,419,900,C,99.7%,100%,32,50,32,50,30,50,34,50,23,50,20,50,29,100,18,100,33,100,150,150,18,150
SEVIER DISTRICT,NORTH SEVIER MIDDLE,Elem/Middle/Jr High School,182,600,D,100%,100%,13,50,11,50,31,50,13,50,5,50,26,50,26,100,16,100,41,100,NA,NA,NA,NA
SEVIER DISTRICT,PAHVANT SCHOOL,Elem/Middle/Jr High School,316,600,B,100%,100%,27,50,37,50,35,50,24,50,29,50,35,50,46,100,48,100,35,100,NA,NA,NA,NA
SEVIER DISTRICT,RED HILLS MIDDLE,Elem/Middle/Jr High School,236,600,C,99.93%,100%,17,50,32,50,22,50,16,50,25,50,13,50,34,100,41,100,36,100,NA,NA,NA,NA
SEVIER DISTRICT,RICHFIELD HIGH,High School Report,459,900,B,99.71%,100%,34,50,31,50,30,50,30,50,24,50,30,50,38,100,25,100,38,100,141,150,38,150
SEVIER DISTRICT,SALINA SCHOOL,Elem/Middle/Jr High School,231,600,C,100%,100%,17,50,31,50,29,50,8,50,17,50,24,50,33,100,50,100,22,100,NA,NA,NA,NA
SEVIER DISTRICT,SOUTH SEVIER HIGH,High School Report,412,900,C,99.41%,97.35%,34,50,35,50,26,50,22,50,21,50,25,50,39,100,24,100,29,100,131,150,26,150
SEVIER DISTRICT,SOUTH SEVIER MIDDLE,Elem/Middle/Jr High School,284,600,C,99.5%,97.2%,22,50,32,50,32,50,8,50,33,50,26,50,41,100,40,100,50,100,NA,NA,NA,NA
SOLDIER HOLLOW CHARTER SCHOOL,SOLDIER HOLLOW CHARTER SCHOOL,Elem/Middle/Jr High School,293,600,C,99.43%,100%,28,50,29,50,30,50,30,75,23,75,NA,NA,45,100,48,100,60,100,NA,NA,NA,NA
SOUTH SANPETE DISTRICT,EPHRAIM MIDDLE,Elem/Middle/Jr High School,301,600,C,100%,100%,26,50,28,50,28,50,19,50,31,50,28,50,40,100,51,100,50,100,NA,NA,NA,NA
SOUTH SANPETE DISTRICT,EPHRAIM SCHOOL,Elem/Middle/Jr High School,352,600,B,100%,100%,29,50,31,50,39,50,28,50,35,50,31,50,47,100,58,100,54,100,NA,NA,NA,NA
SOUTH SANPETE DISTRICT,GUNNISON VALLEY HIGH,High School Report,477,900,B,100%,100%,28,50,25,50,33,50,51,75,38,75,NA,NA,45,100,36,100,45,100,144,150,32,150
SOUTH SANPETE DISTRICT,GUNNISON VALLEY MIDDLE,Elem/Middle/Jr High School,290,600,C,100%,100%,28,50,25,50,25,50,31,50,24,50,25,50,42,100,40,100,50,100,NA,NA,NA,NA
SOUTH SANPETE DISTRICT,GUNNISON VALLEY SCHOOL,Elem/Middle/Jr High School,303,600,B,100%,100%,31,50,27,50,29,50,29,50,27,50,31,50,38,100,41,100,50,100,NA,NA,NA,NA
SOUTH SANPETE DISTRICT,MANTI HIGH,High School Report,409,900,C,100%,100%,24,50,26,50,19,50,24,50,29,50,27,50,34,100,36,100,36,100,134,150,20,150
SOUTH SANPETE DISTRICT,MANTI SCHOOL,Elem/Middle/Jr High School,356,600,B,100%,100%,32,50,34,50,37,50,34,50,42,50,39,50,43,100,51,100,44,100,NA,NA,NA,NA
SOUTH SUMMIT DISTRICT,SOUTH SUMMIT HIGH,High School Report,472,900,B,99.56%,100%,36,50,19,50,26,50,56,75,NA,NA,43,75,54,100,27,100,45,100,130,150,36,150
SOUTH SUMMIT DISTRICT,SOUTH SUMMIT MIDDLE,Elem/Middle/Jr High School,398,600,A,99.38%,100%,40,50,38,50,32,50,41,50,38,50,37,50,63,100,55,100,54,100,NA,NA,NA,NA
SOUTH SUMMIT DISTRICT,SOUTH SUMMIT SCHOOL,Elem/Middle/Jr High School,368,600,B,100%,100%,56,75,53,75,NA,NA,47,75,56,75,NA,NA,46,100,48,100,62,100,NA,NA,NA,NA
SPECTRUM ACADEMY,SPECTRUM ACADEMY,Elem/Middle/Jr High School,254,600,C,99.84%,100%,17,50,26,50,28,50,22,50,28,50,26,50,30,100,40,100,37,100,NA,NA,NA,NA
SPECTRUM ACADEMY,SPECTRUM ACADEMY,High School Report,0,0,,100%,100%,26,50,31,50,30,50,34,50,35,50,34,50,46,100,42,100,47,100,115,150,NA,NA
SUCCESS ACADEMY,SUCCESS ACADEMY,High School Report,641,900,A,99.02%,81.82%,48,100,84,100,58,100,NA,NA,NA,NA,NA,NA,60,100,72,100,76,100,145,150,98,150
SUMMIT ACADEMY,SUMMIT ACADEMY,Elem/Middle/Jr High School,366,600,B,100%,100%,32,50,36,50,31,50,31,50,31,50,33,50,59,100,59,100,54,100,NA,NA,NA,NA
SUMMIT ACADEMY HIGH SCHOOL,SUMMIT ACADEMY HIGH SCHOOL,High School Report,384,900,C,99.4%,99%,23,50,24,50,28,50,23,50,26,50,25,50,31,100,13,100,34,100,129,150,28,150
SYRACUSE ARTS ACADEMY,SYRACUSE ARTS ACADEMY,Elem/Middle/Jr High School,401,600,A,99.52%,97.27%,39,50,33,50,33,50,40,50,39,50,43,50,63,100,53,100,58,100,NA,NA,NA,NA
THOMAS EDISON,THOMAS EDISON,Elem/Middle/Jr High School,322,600,B,99.33%,98.26%,32,50,28,50,28,50,33,50,24,50,28,50,50,100,47,100,52,100,NA,NA,NA,NA
THOMAS EDISON,THOMAS EDISON - SOUTH,Elem/Middle/Jr High School,321,600,B,99.6%,99.47%,28,50,30,50,27,50,30,50,34,50,29,50,41,100,54,100,48,100,NA,NA,NA,NA
TIMPANOGOS ACADEMY,TIMPANOGOS ACADEMY,Elem/Middle/Jr High School,308,600,B,100%,100%,30,50,35,50,20,50,36,50,39,50,27,50,36,100,53,100,32,100,NA,NA,NA,NA
TINTIC DISTRICT,EUREKA SCHOOL,Elem/Middle/Jr High School,197,600,D,98.01%,100%,21,50,21,50,17,50,15,75,23,75,NA,NA,37,100,33,100,30,100,NA,NA,NA,NA
TINTIC DISTRICT,TINTIC HIGH,High School Report,0,0,,98.19%,97.14%,24,50,20,50,22,50,NA,NA,NA,NA,70,150,34,100,24,100,38,100,129,150,NA,NA
TINTIC DISTRICT,WEST DESERT HIGH SCHOOL,High School Report,0,0,,100%,,105,150,NA,NA,90,150,NA,NA,NA,NA,NA,NA,50,100,70,100,70,100,NA,NA,NA,NA
TOOELE DISTRICT,ANNA SMITH SCHOOL,Elem/Middle/Jr High School,233,600,C,100%,100%,24,50,32,50,38,50,22,50,29,50,33,50,18,100,17,100,20,100,NA,NA,NA,NA
TOOELE DISTRICT,CLARKE N JOHNSEN JR HIGH,Elem/Middle/Jr High School,336,600,B,99.6%,98.79%,29,50,30,50,39,50,29,50,31,50,36,50,43,100,41,100,58,100,NA,NA,NA,NA
TOOELE DISTRICT,COPPER CANYON SCHOOL,Elem/Middle/Jr High School,256,600,C,99.48%,98%,22,50,23,50,28,50,24,50,23,50,24,50,37,100,34,100,41,100,NA,NA,NA,NA
TOOELE DISTRICT,DUGWAY HIGH,High School Report,420,900,C,100%,100%,27,50,32,50,36,50,NA,NA,NA,NA,107,150,31,100,18,100,28,100,141,150,NA,150
TOOELE DISTRICT,DUGWAY SCHOOL,Elem/Middle/Jr High School,142,600,F,100%,100%,15,50,8,50,31,50,20,75,14,75,NA,NA,24,100,11,100,19,100,NA,NA,NA,NA
TOOELE DISTRICT,EAST SCHOOL,Elem/Middle/Jr High School,240,600,C,100%,100%,22,50,26,50,25,50,18,50,24,50,21,50,28,100,36,100,40,100,NA,NA,NA,NA
TOOELE DISTRICT,GRANTSVILLE HIGH,High School Report,436,900,C,99.8%,99.7%,33,50,33,50,31,50,27,50,26,50,31,50,33,100,24,100,34,100,145,150,19,150
TOOELE DISTRICT,GRANTSVILLE JR HIGH,Elem/Middle/Jr High School,363,600,B,99.91%,100%,36,50,38,50,34,50,37,50,42,50,30,50,40,100,50,100,56,100,NA,NA,NA,NA
TOOELE DISTRICT,GRANTSVILLE SCHOOL,Elem/Middle/Jr High School,316,600,B,100%,100%,31,50,30,50,29,50,38,50,31,50,29,50,39,100,41,100,48,100,NA,NA,NA,NA
TOOELE DISTRICT,HARRIS SCHOOL,Elem/Middle/Jr High School,224,600,D,100%,100%,19,50,30,50,26,50,19,50,29,50,26,50,24,100,26,100,25,100,NA,NA,NA,NA
TOOELE DISTRICT,MIDDLE CANYON SCHOOL,Elem/Middle/Jr High School,288,600,C,100%,100%,28,50,36,50,19,50,28,50,40,50,15,50,35,100,39,100,48,100,NA,NA,NA,NA
TOOELE DISTRICT,NORTHLAKE SCHOOL,Elem/Middle/Jr High School,304,600,B,99.88%,100%,26,50,35,50,35,50,21,50,29,50,35,50,39,100,40,100,44,100,NA,NA,NA,NA
TOOELE DISTRICT,OVERLAKE SCHOOL,Elem/Middle/Jr High School,304,600,B,99.78%,100%,30,50,30,50,39,50,27,50,22,50,37,50,37,100,37,100,45,100,NA,NA,NA,NA
TOOELE DISTRICT,ROSE SPRINGS SCHOOL,Elem/Middle/Jr High School,334,600,B,100%,100%,31,50,29,50,28,50,37,50,36,50,34,50,47,100,43,100,49,100,NA,NA,NA,NA
TOOELE DISTRICT,SETTLEMENT CANYON SCHOOL,Elem/Middle/Jr High School,323,600,B,100%,100%,32,50,36,50,37,50,27,50,28,50,40,50,41,100,34,100,48,100,NA,NA,NA,NA
TOOELE DISTRICT,STANSBURY HIGH,High School Report,449,900,C,99.39%,98.28%,27,50,28,50,23,50,25,50,30,50,28,50,41,100,29,100,44,100,139,150,35,150
TOOELE DISTRICT,STANSBURY PARK SCHOOL,Elem/Middle/Jr High School,343,600,B,99.54%,99.15%,28,50,28,50,36,50,33,50,29,50,33,50,50,100,51,100,55,100,NA,NA,NA,NA
TOOELE DISTRICT,TOOELE HIGH,High School Report,415,900,C,99.54%,99.38%,28,50,31,50,28,50,26,50,27,50,30,50,29,100,20,100,32,100,137,150,27,150
TOOELE DISTRICT,TOOELE JR HIGH,Elem/Middle/Jr High School,273,600,C,99.92%,99.84%,26,50,31,50,34,50,23,50,23,50,33,50,35,100,29,100,39,100,NA,NA,NA,NA
TOOELE DISTRICT,WENDOVER HIGH,High School Report,328,900,F,100%,100%,22,50,31,50,37,50,15,50,25,50,36,50,8,100,7,100,13,100,128,150,6,150
TOOELE DISTRICT,WEST SCHOOL,Elem/Middle/Jr High School,247,600,C,100%,100%,31,50,22,50,24,50,29,50,26,50,28,50,34,100,28,100,25,100,NA,NA,NA,NA
TOOELE DISTRICT,WILLOW SCHOOL,Elem/Middle/Jr High School,297,600,C,100%,100%,26,50,29,50,30,50,33,50,32,50,29,50,36,100,38,100,44,100,NA,NA,NA,NA
TUACAHN HIGH SCHOOL FOR THE PERFORMING ARTS,TUACAHN HIGH SCHOOL FOR THE PERFORMING ARTS,High School Report,405,900,C,100%,100%,26,50,21,50,22,50,17,50,27,50,26,50,46,100,19,100,41,100,128,150,32,150
UINTAH DISTRICT,ASHLEY SCHOOL,Elem/Middle/Jr High School,371,600,B,100%,100%,33,50,41,50,39,50,37,50,42,50,41,50,37,100,48,100,53,100,NA,NA,NA,NA
UINTAH DISTRICT,DAVIS SCHOOL,Elem/Middle/Jr High School,235,600,C,100%,100%,22,50,23,50,25,50,24,50,17,50,27,50,29,100,40,100,28,100,NA,NA,NA,NA
UINTAH DISTRICT,DISCOVERY SCHOOL,Elem/Middle/Jr High School,274,600,C,100%,100%,19,50,27,50,33,50,16,50,23,50,29,50,35,100,47,100,45,100,NA,NA,NA,NA
UINTAH DISTRICT,EAGLE VIEW SCHOOL,Elem/Middle/Jr High School,140,600,F,99.41%,99.66%,19,50,17,50,19,50,17,50,17,50,15,50,14,100,13,100,9,100,NA,NA,NA,NA
UINTAH DISTRICT,LAPOINT SCHOOL,Elem/Middle/Jr High School,219,600,D,100%,100%,25,50,26,50,24,50,18,50,19,50,20,50,30,100,29,100,28,100,NA,NA,NA,NA
UINTAH DISTRICT,MAESER SCHOOL,Elem/Middle/Jr High School,264,600,C,100%,100%,21,50,28,50,24,50,22,50,33,50,23,50,29,100,44,100,40,100,NA,NA,NA,NA
UINTAH DISTRICT,NAPLES SCHOOL,Elem/Middle/Jr High School,277,600,C,100%,100%,30,50,33,50,19,50,22,50,29,50,17,50,38,100,46,100,43,100,NA,NA,NA,NA
UINTAH DISTRICT,UINTAH HIGH,High School Report,438,900,C,99.08%,97.04%,30,50,36,50,28,50,27,50,36,50,37,50,27,100,28,100,35,100,131,150,23,150
UINTAH DISTRICT,UINTAH ONLINE SCHOOL,Elem/Middle/Jr High School,133,600,F,100%,100%,21,100,40,100,36,100,NA,NA,NA,NA,NA,NA,9,100,4,100,23,100,NA,NA,NA,NA
UINTAH DISTRICT,VERNAL JR HIGH,Elem/Middle/Jr High School,269,600,C,99.89%,99.78%,31,50,32,50,21,50,31,50,30,50,21,50,34,100,25,100,44,100,NA,NA,NA,NA
UINTAH DISTRICT,VERNAL MIDDLE,Elem/Middle/Jr High School,243,600,C,99.72%,99.07%,20,50,24,50,30,50,17,50,19,50,22,50,33,100,33,100,45,100,NA,NA,NA,NA
UINTAH RIVER HIGH,UINTAH RIVER HIGH,High School Report,0,0,,100%,100%,13,50,29,50,32,50,10,50,36,50,33,50,3,100,0,100,9,100,28,150,NA,NA
UTAH CONNECTIONS ACADEMY,UTAH CONNECTIONS ACADEMY,Elem/Middle/Jr High School,260,600,D,95.33%,91.1%,19,50,24,50,30,50,19,50,30,50,33,50,36,100,35,100,34,100,NA,NA,NA,NA
UTAH CONNECTIONS ACADEMY,UTAH CONNECTIONS ACADEMY,High School Report,0,0,,92.23%,87.58%,27,50,21,50,35,50,NA,NA,38,75,64,75,29,100,6,100,46,100,42,150,NA,NA
UTAH COUNTY ACADEMY OF SCIENCE (UCAS),UTAH COUNTY ACADEMY OF SCIENCE (UCAS),High School Report,679,900,A,100%,100%,69,100,85,100,59,100,NA,NA,NA,NA,NA,NA,71,100,68,100,76,100,149,150,102,150
UTAH INTERNATIONAL CHARTER SCHOOL,UTAH INTERNATIONAL CHARTER SCHOOL,Elem/Middle/Jr High School,163,600,F,99.1%,99.42%,27,50,21,50,20,50,35,50,25,50,21,50,6,100,4,100,4,100,NA,NA,NA,NA
UTAH SCHOOLS FOR DEAF & BLIND,JEAN MASSIEU SCHOOL FOR THE DEAF,Elem/Middle/Jr High School,117,600,F,100%,100%,21,50,21,50,16,50,22,50,22,50,15,50,0,100,0,100,0,100,NA,NA,NA,NA
UTAH SCHOOLS FOR DEAF & BLIND,NORTH REGION BLIND,High School Report,0,0,,100%,100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,150,75,150,NA,NA,NA,NA,NA,NA
UTAH SCHOOLS FOR DEAF & BLIND,NORTH REGION DEAF,Elem/Middle/Jr High School,138,600,F,100%,100%,15,75,30,75,NA,NA,15,75,30,75,NA,NA,13,100,12,100,23,100,NA,NA,NA,NA
UTAH VIRTUAL ACADEMY,UTAH VIRTUAL ACADEMY,Elem/Middle/Jr High School,203,600,D,98.17%,98.7%,17,50,24,50,23,50,19,50,26,50,22,50,26,100,22,100,24,100,NA,NA,NA,NA
UTAH VIRTUAL ACADEMY,UTAH VIRTUAL ACADEMY,High School Report,323,900,F,97.99%,99.04%,28,50,19,50,32,50,33,50,21,50,33,50,30,100,6,100,31,100,51,150,39,150
VALLEY ACADEMY,VALLEY ACADEMY,Elem/Middle/Jr High School,233,600,C,100%,100%,18,50,25,50,29,50,18,50,34,50,29,50,25,100,20,100,35,100,NA,NA,NA,NA
VENTURE ACADEMY,VENTURE ACADEMY,Elem/Middle/Jr High School,267,600,C,100%,100%,27,50,29,50,27,50,29,50,24,50,28,50,36,100,34,100,33,100,NA,NA,NA,NA
VISTA AT ENTRADA SCHOOL OF PERFORMING ARTS AND TECHNOLOGY,VISTA AT ENTRADA SCHOOL OF PERFORMING ARTS AND TECHNOLOGY,Elem/Middle/Jr High School,351,600,B,100%,100%,30,50,31,50,35,50,39,50,35,50,39,50,48,100,47,100,47,100,NA,NA,NA,NA
WALDEN SCHOOL OF LIBERAL ARTS,WALDEN SCHOOL OF LIBERAL ARTS,Elem/Middle/Jr High School,371,600,B,99.03%,98.04%,33,50,37,50,38,50,43,75,60,75,NA,NA,47,100,35,100,78,100,NA,NA,NA,NA
WALDEN SCHOOL OF LIBERAL ARTS,WALDEN SCHOOL OF LIBERAL ARTS,High School Report,481,900,B,99.57%,100%,31,50,28,50,33,50,NA,NA,NA,NA,95,150,39,100,31,100,47,100,150,150,27,150
WASATCH DISTRICT,HEBER VALLEY SCHOOL,Elem/Middle/Jr High School,280,600,C,99.72%,98.8%,47,75,37,75,NA,NA,39,75,47,75,NA,NA,39,100,32,100,39,100,NA,NA,NA,NA
WASATCH DISTRICT,J.R. SMITH SCHOOL,Elem/Middle/Jr High School,392,600,A,99.8%,100%,55,75,58,75,NA,NA,55,75,67,75,NA,NA,52,100,56,100,49,100,NA,NA,NA,NA
WASATCH DISTRICT,MIDWAY SCHOOL,Elem/Middle/Jr High School,333,600,B,99.27%,95.92%,53,75,48,75,NA,NA,54,75,51,75,NA,NA,50,100,49,100,28,100,NA,NA,NA,NA
WASATCH DISTRICT,OLD MILL SCHOOL,Elem/Middle/Jr High School,358,600,B,100%,100%,53,75,53,75,NA,NA,47,75,52,75,NA,NA,50,100,49,100,54,100,NA,NA,NA,NA
WASATCH DISTRICT,ROCKY MOUNTAIN MIDDLE,Elem/Middle/Jr High School,300,600,C,99.92%,99.55%,26,50,30,50,29,50,24,50,28,50,29,50,46,100,44,100,44,100,NA,NA,NA,NA
WASATCH DISTRICT,TIMPANOGOS INTERMEDIATE,Elem/Middle/Jr High School,305,600,B,100%,100%,25,50,31,50,31,50,24,50,28,50,29,50,43,100,45,100,49,100,NA,NA,NA,NA
WASATCH DISTRICT,WASATCH HIGH,High School Report,500,900,B,99.71%,99.46%,29,50,33,50,34,50,24,50,39,50,35,50,45,100,35,100,45,100,137,150,44,150
WASATCH PEAK ACADEMY,WASATCH PEAK ACADEMY,Elem/Middle/Jr High School,384,600,A,100%,100%,40,50,36,50,24,50,NA,NA,109,150,NA,NA,64,100,55,100,56,100,NA,NA,NA,NA
WASHINGTON DISTRICT,ARROWHEAD SCHOOL,Elem/Middle/Jr High School,367,600,B,100%,100%,34,50,37,50,35,50,35,50,34,50,36,50,55,100,52,100,49,100,NA,NA,NA,NA
WASHINGTON DISTRICT,BLOOMINGTON HILLS SCHOOL,Elem/Middle/Jr High School,342,600,B,100%,100%,31,50,27,50,24,50,56,75,38,75,NA,NA,49,100,56,100,61,100,NA,NA,NA,NA
WASHINGTON DISTRICT,BLOOMINGTON SCHOOL,Elem/Middle/Jr High School,384,600,A,99.73%,100%,35,50,31,50,29,50,40,50,35,50,40,50,58,100,60,100,56,100,NA,NA,NA,NA
WASHINGTON DISTRICT,CORAL CANYON SCHOOL,Elem/Middle/Jr High School,262,600,C,100%,100%,28,50,31,50,15,50,29,50,28,50,9,50,42,100,45,100,35,100,NA,NA,NA,NA
WASHINGTON DISTRICT,CORAL CLIFFS SCHOOL,Elem/Middle/Jr High School,310,600,B,100%,100%,32,50,39,50,30,50,32,50,33,50,29,50,42,100,41,100,32,100,NA,NA,NA,NA
WASHINGTON DISTRICT,CRIMSON VIEW SCHOOL,Elem/Middle/Jr High School,422,600,A,100%,100%,42,50,40,50,33,50,39,50,42,50,31,50,65,100,66,100,64,100,NA,NA,NA,NA
WASHINGTON DISTRICT,DESERT HILLS HIGH,High School Report,518,900,B,99.95%,100%,34,50,29,50,33,50,41,50,27,50,33,50,50,100,33,100,57,100,138,150,43,150
WASHINGTON DISTRICT,DESERT HILLS MIDDLE,Elem/Middle/Jr High School,328,600,B,99.84%,100%,35,50,25,50,24,50,31,50,28,50,30,50,54,100,42,100,59,100,NA,NA,NA,NA
WASHINGTON DISTRICT,DIAMOND VALLEY SCHOOL,Elem/Middle/Jr High School,379,600,B,100%,100%,34,50,35,50,31,50,NA,NA,100,150,NA,NA,59,100,56,100,64,100,NA,NA,NA,NA
WASHINGTON DISTRICT,DIXIE HIGH,High School Report,476,900,B,98.7%,95.89%,30,50,33,50,30,50,29,50,26,50,30,50,42,100,35,100,47,100,132,150,42,150
WASHINGTON DISTRICT,DIXIE MIDDLE,Elem/Middle/Jr High School,290,600,C,99.72%,98.44%,25,50,28,50,27,50,29,50,33,50,23,50,37,100,37,100,51,100,NA,NA,NA,NA
WASHINGTON DISTRICT,DIXIE SUN SCHOOL,Elem/Middle/Jr High School,258,600,C,100%,100%,30,50,33,50,21,50,35,50,35,50,28,50,28,100,28,100,20,100,NA,NA,NA,NA
WASHINGTON DISTRICT,EAST SCHOOL,Elem/Middle/Jr High School,293,600,C,100%,100%,31,50,31,50,28,50,31,50,28,50,29,50,39,100,36,100,40,100,NA,NA,NA,NA
WASHINGTON DISTRICT,ENTERPRISE HIGH,High School Report,534,900,B,100%,100%,40,50,33,50,25,50,41,50,31,50,28,50,58,100,47,100,46,100,150,150,35,150
WASHINGTON DISTRICT,ENTERPRISE SCHOOL,Elem/Middle/Jr High School,273,600,C,100%,100%,27,50,26,50,30,50,20,50,23,50,23,50,42,100,38,100,44,100,NA,NA,NA,NA
WASHINGTON DISTRICT,FOSSIL RIDGE INTERMEDIATE,Elem/Middle/Jr High School,389,600,A,100%,100%,34,50,36,50,44,50,37,50,36,50,46,50,46,100,45,100,65,100,NA,NA,NA,NA
WASHINGTON DISTRICT,HERITAGE SCHOOL,Elem/Middle/Jr High School,277,600,C,100%,100%,26,50,27,50,22,50,26,50,38,50,23,50,38,100,42,100,35,100,NA,NA,NA,NA
WASHINGTON DISTRICT,HORIZON SCHOOL,Elem/Middle/Jr High School,353,600,B,100%,100%,29,50,37,50,30,50,27,50,38,50,21,50,51,100,56,100,64,100,NA,NA,NA,NA
WASHINGTON DISTRICT,HURRICANE HIGH,High School Report,419,900,C,98.67%,95.26%,29,50,28,50,25,50,25,50,28,50,26,50,40,100,26,100,38,100,128,150,26,150
WASHINGTON DISTRICT,HURRICANE INTERMEDIATE,Elem/Middle/Jr High School,340,600,B,99.88%,100%,28,50,39,50,35,50,20,50,36,50,35,50,48,100,48,100,51,100,NA,NA,NA,NA
WASHINGTON DISTRICT,HURRICANE MIDDLE,Elem/Middle/Jr High School,348,600,B,99.78%,99.6%,34,50,34,50,34,50,37,50,36,50,31,50,45,100,38,100,59,100,NA,NA,NA,NA
